arxiv_id,title,url,queries,screening_decision,reason,screening_depth,reviewer_count
2604.24886,Getting large-scale quantum neural networks ready for quantum hardware,https://arxiv.org/abs/2604.24886v1,"[""Q03_system_one""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2604.24730,Analysis of the Gaia DR3 planetary nebula candidates and the possible symbiotic stars among them,https://arxiv.org/abs/2604.24730v1,"[""Q03_system_one""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2604.24668,The Price of Agreement: Measuring LLM Sycophancy in Agentic Financial Applications,https://arxiv.org/abs/2604.24668v3,"[""Q03_system_one""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2604.20022,MoBayes: A Modular Bayesian Framework for Separating Reasoning from Language in Conversational Clinical Decision Support,https://arxiv.org/abs/2604.20022v3,"[""Q05_calibrated_decisions""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2604.15957,Small Yet Configurable: Unveiling Null Variability in Software,https://arxiv.org/abs/2604.15957v1,"[""Q03_system_one""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2604.14523,Quantifying and Improving the Accuracy of Electromagnetic Transient-Transient Stability Hybrid Simulation,https://arxiv.org/abs/2604.14523v1,"[""Q03_system_one""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2604.13352,A Hybrid Statistical Learning Framework for Capability-Based Decision Support in Manufacturing,https://arxiv.org/abs/2604.13352v2,"[""Q05_calibrated_decisions""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2604.10073,Graph-RHO: Critical-path-aware Heterogeneous Graph Network for Long-Horizon Flexible Job-Shop Scheduling,https://arxiv.org/abs/2604.10073v1,"[""Q05_calibrated_decisions""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2604.07629,Behavior Latticing: Inferring User Motivations from Unstructured Interactions,https://arxiv.org/abs/2604.07629v1,"[""Q03_system_one""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2604.06388,Determining the Host Stars of Planets in Binary Star Systems with Asterodensity Profiling: Investigating the Canonical Radius Gap,https://arxiv.org/abs/2604.06388v1,"[""Q03_system_one""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2604.04080,Intelligent Traffic Monitoring with YOLOv11: A Case Study in Real-Time Vehicle Detection,https://arxiv.org/abs/2604.04080v1,"[""Q03_system_one""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2604.02361,TRACE: Traceroute-based Internet Route change Analysis with Ensemble Learning,https://arxiv.org/abs/2604.02361v1,"[""Q05_calibrated_decisions""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2604.00425,Effective attractive and repulsive interactions behind lift synchronization,https://arxiv.org/abs/2604.00425v1,"[""Q03_system_one""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2603.26065,Eliciting Von Neumann-Morgenstern utility from discrete choices with response error,https://arxiv.org/abs/2603.26065v1,"[""Q04_typed_decision""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2603.20488,Spatio-Temporal Grid Intelligence: A Hybrid Graph Neural Network and LSTM Framework for Robust Electricity Theft Detection,https://arxiv.org/abs/2603.20488v1,"[""Q05_calibrated_decisions""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2603.17328,A Progressive Visual-Logic-Aligned Framework for Ride-Hailing Adjudication,https://arxiv.org/abs/2603.17328v1,"[""Q05_calibrated_decisions""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2603.16847,"Solving gravitational field equations by Wiener-Hopf matrix factorisation, and beyond",https://arxiv.org/abs/2603.16847v1,"[""Q03_system_one""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2603.15709,Survey of Various Fuzzy and Uncertain Decision-Making Methods,https://arxiv.org/abs/2603.15709v1,"[""Q08_decision_survey""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2603.14479,Risk-Calibrated Process Capability Approval with Finite Samples,https://arxiv.org/abs/2603.14479v2,"[""Q05_calibrated_decisions""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2603.11002,Global dynamics and bifurcation analysis of a chemostat model with obligate mutualism and mortality,https://arxiv.org/abs/2603.11002v1,"[""Q03_system_one""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2603.08900,A New Modeling to Feature Selection Based on the Fuzzy Rough Set Theory in Normal and Optimistic States on Hybrid Information Systems,https://arxiv.org/abs/2603.08900v2,"[""Q03_system_one""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2603.08459,Data-Driven Priors for Uncertainty-Aware Deterioration Risk Prediction with Multimodal Data,https://arxiv.org/abs/2603.08459v1,"[""Q03_system_one""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2603.07567,Revisiting the LiRA Membership Inference Attack Under Realistic Assumptions,https://arxiv.org/abs/2603.07567v1,"[""Q05_calibrated_decisions""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2603.07074,Physics-Guided VLM Priors for All-Cloud Removal,https://arxiv.org/abs/2603.07074v1,"[""Q04_typed_decision""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2603.05477,A FAST Survey of H I Absorption in Low-power Radio Sources,https://arxiv.org/abs/2603.05477v1,"[""Q03_system_one"", ""Q07_jev_survey""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2603.02198,Predicting Gaia astrometry's ability to constrain the populations of circumbinary planets,https://arxiv.org/abs/2603.02198v2,"[""Q03_system_one""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2603.01948,PreSight: Preoperative Outcome Prediction for Parkinson's Disease via Region-Prior Morphometry and Patient-Specific Weighting,https://arxiv.org/abs/2603.01948v1,"[""Q05_calibrated_decisions""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2603.00816,Adjoint Reidemeister torsion of 3-manifolds with torus boundary for semisimple algebraic groups,https://arxiv.org/abs/2603.00816v2,"[""Q03_system_one""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2602.21268,A Dynamic Survey of Soft Set Theory and Its Extensions,https://arxiv.org/abs/2602.21268v1,"[""Q08_decision_survey""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2602.17589,"States that grow linearly in time, exceptional points, and zero norm states in the simple harmonic oscillator",https://arxiv.org/abs/2602.17589v1,"[""Q03_system_one""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2602.17065,Quantum-Channel Matrix Optimization for Holevo Bound Enhancement,https://arxiv.org/abs/2602.17065v1,"[""Q03_system_one""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2602.16847,Electron viscosity and device-dependent variability in four-probe electrical transport in ultra-clean graphene field-effect transistors,https://arxiv.org/abs/2602.16847v1,"[""Q03_system_one""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2602.14146,Early-stage memory effect on the dephasing charger-mediated quantum battery,https://arxiv.org/abs/2602.14146v2,"[""Q03_system_one""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2602.13713,On Theoretically-Driven LLM Agents for Multi-Dimensional Discourse Analysis,https://arxiv.org/abs/2602.13713v2,"[""Q03_system_one""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2602.13698,Localized-basis formulation of interacting Hamiltonians in flat topological bands: coherent states and coherent-like states for fractional physics,https://arxiv.org/abs/2602.13698v1,"[""Q03_system_one""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2602.02920,A Reproducible Framework for Bias-Resistant Machine Learning on Small-Sample Neuroimaging Data,https://arxiv.org/abs/2602.02920v1,"[""Q05_calibrated_decisions""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2602.00244,A Bayesian Approach to Feedback Control for Hyperbolic Balance Laws,https://arxiv.org/abs/2602.00244v2,"[""Q03_system_one""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2601.22653,Human-Centered Explainability in AI-Enhanced UI Security Interfaces: Designing Trustworthy Copilots for Cybersecurity Analysts,https://arxiv.org/abs/2601.22653v1,"[""Q05_calibrated_decisions""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2601.21506,IROS: A Dual-Process Architecture for Real-Time VLM-Based Indoor Navigation,https://arxiv.org/abs/2601.21506v1,"[""Q03_system_one""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2601.19189,Foresight Learning for SEC Risk Prediction,https://arxiv.org/abs/2601.19189v1,"[""Q05_calibrated_decisions""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2601.17034,"An infinite set of one-range addition theorems without an infinite second series, for Slater orbitals and it derivatives, applicable more than one coordinate system",https://arxiv.org/abs/2601.17034v1,"[""Q03_system_one""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2601.15105,Brjuno-Like Functions for nonlinear expanding maps: Fractional Derivatives and Regularity Dichotomies,https://arxiv.org/abs/2601.15105v2,"[""Q03_system_one""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2601.13743,Counterexample Classification for Signal Temporal Logic Specifications,https://arxiv.org/abs/2601.13743v2,"[""Q03_system_one""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2601.09871,Epistemology gives a Future to Complementarity in Human-AI Interactions,https://arxiv.org/abs/2601.09871v2,"[""Q05_calibrated_decisions""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2601.05666,Advancing credit mobility through stakeholder-informed AI design and adoption,https://arxiv.org/abs/2601.05666v1,"[""Q03_system_one""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2601.01449,Segmentation and Processing of German Court Decisions from Open Legal Data,https://arxiv.org/abs/2601.01449v1,"[""Q03_system_one""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2511.22679,"Foundations of Quantum Granular Computing with Effect-Based Granules, Algebraic Properties and Reference Architectures",https://arxiv.org/abs/2511.22679v2,"[""Q04_typed_decision""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2511.13699,Efficient Calibration for Decision Making,https://arxiv.org/abs/2511.13699v1,"[""Q05_calibrated_decisions""]",background,高效的决策导向校准；构造强后处理基线。,metadata_relevance_screen,1
2510.07750,Calibrating Decision Robustness via Inverse Conformal Risk Control,https://arxiv.org/abs/2510.07750v3,"[""Q05_calibrated_decisions""]",background,逆 conformal risk control 与决策鲁棒性。,metadata_relevance_screen,1
2509.02923,A Narrative Review of Clinical Decision Support Systems in Offloading Footwear for Diabetes-Related Foot Ulcers,https://arxiv.org/abs/2509.02923v1,"[""Q04_typed_decision"", ""Q14_typed_surveys""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2507.13716,Benchmarking of EEG Analysis Techniques for Parkinson's Disease Diagnosis: A Comparison between Traditional ML Methods and Foundation DL Methods,https://arxiv.org/abs/2507.13716v1,"[""Q05_calibrated_decisions""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2507.12094,Is This Predictor More Informative than Another? A Decision-Theoretical Comparison,https://arxiv.org/abs/2507.12094v2,"[""Q05_calibrated_decisions""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2504.21569,A Systematic Literature Review of Parameter-Efficient Fine-Tuning for Large Code Models,https://arxiv.org/abs/2504.21569v3,"[""Q14_typed_surveys""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2504.17448,CHASe: Client Heterogeneity-Aware Data Selection for Effective Federated Active Learning,https://arxiv.org/abs/2504.17448v1,"[""Q05_calibrated_decisions""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2504.15582,Smooth Calibration and Decision Making,https://arxiv.org/abs/2504.15582v1,"[""Q05_calibrated_decisions""]",background,平滑校准和决策之间的联系。,metadata_relevance_screen,1
2504.00856,Group Sequential Design with Posterior and Posterior Predictive Probabilities,https://arxiv.org/abs/2504.00856v4,"[""Q05_calibrated_decisions""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2503.23090,USE-LFA: A Data-Driven Framework for UAM Site Evaluation using Latent Factor Analysis,https://arxiv.org/abs/2503.23090v2,"[""Q05_calibrated_decisions""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2503.22458,Evaluating LLM-based Agents for Multi-Turn Conversations: A Survey,https://arxiv.org/abs/2503.22458v2,"[""Q07_jev_survey""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2503.03113,Predicting Space Tourism Demand Using Explainable AI,https://arxiv.org/abs/2503.03113v2,"[""Q04_typed_decision""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2502.12058,A survey about perceptions of mobility to inform an agent-based simulator of subjective modal choice,https://arxiv.org/abs/2502.12058v1,"[""Q08_decision_survey""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2501.14971,Automatic Link Selection in Multi-Channel Multiple Access with Link Failures,https://arxiv.org/abs/2501.14971v2,"[""Q04_typed_decision""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2411.02444,MADOD: Generalizing OOD Detection to Unseen Domains via G-Invariance Meta-Learning,https://arxiv.org/abs/2411.02444v1,"[""Q05_calibrated_decisions""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2410.13053,Verification of Linear Dynamical Systems via O-Minimality of the Real Numbers,https://arxiv.org/abs/2410.13053v4,"[""Q04_typed_decision""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2410.02005,FairlyUncertain: A Comprehensive Benchmark of Uncertainty in Algorithmic Fairness,https://arxiv.org/abs/2410.02005v1,"[""Q05_calibrated_decisions""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2409.18443,Investigating the Impact of Sovereign Credit Rating Downgrade on the US Equity Market,https://arxiv.org/abs/2409.18443v1,"[""Q01_jev""]",outside_core_scope,作者姓名 Jev 产生的命中；不是 TypeSafe 决策模型研究。,metadata_relevance_screen,1
2405.09592,A Survey of Generative Techniques for Spatial-Temporal Data Mining,https://arxiv.org/abs/2405.09592v1,"[""Q14_typed_surveys""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2404.17637,The NuSTAR Serendipitous Survey: the 80-month catalog and source properties of the high-energy emitting AGN and quasar population,https://arxiv.org/abs/2404.17637v1,"[""Q07_jev_survey""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2404.13503,Calibration Error for Decision Making,https://arxiv.org/abs/2404.13503v5,"[""Q05_calibrated_decisions""]",background,面向下游决策的校准误差；比单一 ECE 更贴近效用。,metadata_relevance_screen,1
2402.02047,Calibration and Correctness of Language Models for Code,https://arxiv.org/abs/2402.02047v4,"[""Q05_calibrated_decisions""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2312.11001,A Versatile Causal Discovery Framework to Allow Causally-Related Hidden Variables,https://arxiv.org/abs/2312.11001v1,"[""Q09_rlcd""]",outside_core_scope,RLCD 缩写同名：contrastive distillation / latent causal discovery，不是 Jev 的 calibrated decisions。,metadata_relevance_screen,1
2310.05921,Conformal Decision Theory: Safe Autonomous Decisions from Imperfect Predictions,https://arxiv.org/abs/2310.05921v3,"[""Q05_calibrated_decisions""]",background,Conformal Decision Theory，把不完美预测转为受约束决策。,metadata_relevance_screen,1
2308.04636,A Review on Transportation Network based on Complex Network Approach,https://arxiv.org/abs/2308.04636v1,"[""Q07_jev_survey""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2307.12950,RLCD: Reinforcement Learning from Contrastive Distillation for Language Model Alignment,https://arxiv.org/abs/2307.12950v3,"[""Q09_rlcd""]",outside_core_scope,RLCD 缩写同名：contrastive distillation / latent causal discovery，不是 Jev 的 calibrated decisions。,metadata_relevance_screen,1
2305.07993,The Nonstationary Newsvendor with (and without) Predictions,https://arxiv.org/abs/2305.07993v4,"[""Q04_typed_decision""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2304.04354,ViT-Calibrator: Decision Stream Calibration for Vision Transformer,https://arxiv.org/abs/2304.04354v2,"[""Q05_calibrated_decisions""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2212.06436,Survey on social reputation mechanisms: Someone told me I can trust you,https://arxiv.org/abs/2212.06436v1,"[""Q07_jev_survey""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2210.04621,Calibrating AI Models for Few-Shot Demodulation via Conformal Prediction,https://arxiv.org/abs/2210.04621v1,"[""Q05_calibrated_decisions""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2209.06603,Typesafe Coordinate Systems in High-Throughput Sequencing Applications,https://arxiv.org/abs/2209.06603v1,"[""Q02_typesafe""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2207.00300,Robust Bayesian Learning for Reliable Wireless AI: Framework and Applications,https://arxiv.org/abs/2207.00300v1,"[""Q05_calibrated_decisions""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2203.13001,The application of techniques derived from artificial intelligence to the prediction of the solvency of bank customers: case of the application of the cart type decision tree (dt),https://arxiv.org/abs/2203.13001v1,"[""Q04_typed_decision""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2111.04115,A survey of two analytical wake models for crosswind kite power systems,https://arxiv.org/abs/2111.04115v1,"[""Q07_jev_survey""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2110.14747,Dynamic Review-based Recommenders,https://arxiv.org/abs/2110.14747v2,"[""Q07_jev_survey""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2103.14244,"A Survey of Microarchitectural Side-channel Vulnerabilities, Attacks and Defenses in Cryptography",https://arxiv.org/abs/2103.14244v1,"[""Q07_jev_survey""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2101.09336,A Comprehensive Survey on Hardware-Aware Neural Architecture Search,https://arxiv.org/abs/2101.09336v1,"[""Q07_jev_survey""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2009.10363,How many suns are in the sky? A SPHERE multiplicity survey of exoplanet host stars I -- Four new close stellar companions including a white dwarf,https://arxiv.org/abs/2009.10363v1,"[""Q07_jev_survey""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2006.13955,The XMM Cluster Survey: new evidence for the 3.5 keV feature in clusters is inconsistent with a dark matter origin,https://arxiv.org/abs/2006.13955v2,"[""Q07_jev_survey""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
2002.06185,Robust Contract Evolution in a TypeSafe MicroServices Architecture,https://arxiv.org/abs/2002.06185v1,"[""Q02_typesafe""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
1905.09369,Sparse Equisigned PCA: Algorithms and Performance Bounds in the Noisy Rank-1 Setting,https://arxiv.org/abs/1905.09369v2,"[""Q04_typed_decision""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
1903.11643,High-speed photometry of faint cataclysmic variables - IX. Targets from multiple transient surveys,https://arxiv.org/abs/1903.11643v1,"[""Q07_jev_survey""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
1901.11411,Eliom: A Language for Modular Tierless Web Programming,https://arxiv.org/abs/1901.11411v1,"[""Q02_typesafe""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
1809.08034,"Answering the ""why"" in Answer Set Programming - A Survey of Explanation Approaches",https://arxiv.org/abs/1809.08034v1,"[""Q07_jev_survey""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
1809.06434,The VLA/ALMA Nascent Disk and Multiplicity (VANDAM) Survey of Perseus Protostars. VI. Characterizing the Formation Mechanism for Close Multiple Systems,https://arxiv.org/abs/1809.06434v1,"[""Q07_jev_survey""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
1801.06880,A multiwavelength survey of HI-excess galaxies with surprisingly inefficient star formation,https://arxiv.org/abs/1801.06880v1,"[""Q07_jev_survey""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
1710.06892,Typesafe Abstractions for Tensor Operations,https://arxiv.org/abs/1710.06892v1,"[""Q02_typesafe""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
1609.05510,Attojoule Optoelectronics for Low-Energy Information Processing and Communications: a Tutorial Review,https://arxiv.org/abs/1609.05510v3,"[""Q07_jev_survey""]",outside_core_scope,标题/摘要筛查未建立与 Jev 或所界定 Jev 类决策接口的直接研究联系；不据此判断论文质量。,metadata_relevance_screen,1
